sample_index,monotonic_timestamp,session_elapsed_seconds,tp9,af7,af8,tp10,aux_right,headband_on,hsi_tp9,hsi_af7,hsi_af8,hsi_tp10,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,blink,jaw_clench
1452,5.671875,5.671875,65.573993,57.956161,52.625136,73.191826,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1453,5.67578125,5.67578125,71.387358,62.265872,57.516065,80.508844,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1454,5.6796875,5.6796875,74.347716,64.573721,60.11985,84.121711,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1455,5.68359375,5.68359375,73.853944,64.400594,59.897267,83.307293,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1456,5.6875,5.6875,70.121186,61.91208,57.035416,78.330292,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1457,5.69140625,5.69140625,64.136004,57.882779,52.407555,70.389229,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1458,5.6953125,5.6953125,57.458998,53.538833,47.395884,61.379163,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1459,5.69921875,5.69921875,51.913031,50.309162,43.611612,53.516899,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1460,5.703125,5.703125,49.217285,49.533575,42.566463,48.900994,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1461,5.70703125,5.70703125,50.637882,52.184313,45.359292,49.091452,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1462,5.7109375,5.7109375,56.722731,58.655119,52.438633,54.790343,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1463,5.71484375,5.71484375,67.172154,68.659061,63.487584,65.685247,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1464,5.71875,5.71875,80.870859,81.255492,77.45397,80.486226,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1465,5.72265625,5.72265625,96.075862,95.001815,92.720895,97.149909,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1466,5.7265625,5.7265625,110.725053,108.201757,107.385877,113.24835,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1467,5.73046875,5.73046875,122.807921,119.20332,119.595863,126.412523,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1468,5.734375,5.734375,130.72799,126.690011,127.874714,134.765969,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1469,5.73828125,5.73828125,133.588073,129.910207,131.381089,137.265938,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1470,5.7421875,5.7421875,131.344197,128.80129,130.047971,133.887104,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1471,5.74609375,5.74609375,124.799175,123.98531,124.577692,125.61304,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1472,5.75,5.75,115.4375,116.6375,116.293934,114.2375,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1473,5.75390625,5.75390625,105.133594,108.253236,106.879515,102.013952,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1474,5.7578125,5.7578125,95.789623,100.358412,98.050545,91.220834,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1475,5.76171875,5.76171875,88.972495,94.218917,91.229603,83.726072,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1476,5.765625,5.765625,85.619679,90.604925,87.280612,80.634434,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1477,5.76953125,5.76953125,85.870141,89.655048,86.356079,82.085233,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1478,5.7734375,5.7734375,89.052522,90.866076,87.885657,87.238968,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1479,5.77734375,5.77734375,93.832421,93.209796,90.707694,94.455045,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1480,5.78125,5.78125,98.489922,95.353867,93.317856,101.625977,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1481,5.78515625,5.78515625,101.273484,95.943641,94.186343,106.603328,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1482,5.7890625,5.7890625,100.761518,93.890055,92.08193,107.632981,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1483,5.79296875,5.79296875,96.161486,88.607493,86.339748,103.71548,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1484,5.796875,5.796875,87.488324,80.155094,77.020431,94.821554,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1485,5.80078125,5.80078125,75.587148,69.253534,64.929164,81.920761,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1486,5.8046875,5.8046875,61.99513,57.173208,51.49006,66.817053,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1487,5.80859375,5.80859375,48.668368,45.51453,38.499143,51.822206,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1488,5.8125,5.8125,37.625524,35.921801,27.80258,39.329247,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1489,5.81640625,5.81640625,30.57612,29.784976,20.961277,31.367264,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1490,5.8203125,5.8203125,28.604375,27.986079,18.965681,29.222671,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1491,5.82421875,5.82421875,31.968952,30.738569,22.055115,33.199334,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1492,5.828125,5.828125,40.056825,37.550239,29.676072,42.563411,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1493,5.83203125,5.83203125,51.500029,47.316672,40.587335,55.683387,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1494,5.8359375,5.8359375,64.432891,58.527317,53.091789,70.338465,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1495,5.83984375,5.83984375,76.840519,69.544819,65.350586,84.13622,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1496,5.84375,5.84375,86.931919,78.904249,75.7197,94.95959,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1497,5.84765625,5.84765625,93.466488,85.575256,83.044719,101.357719,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1498,5.8515625,5.8515625,95.971714,89.13734,86.85789,102.806088,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1499,5.85546875,5.85546875,94.810885,89.835262,87.440304,99.786509,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1500,5.859375,5.859375,91.08847,88.504709,85.738095,93.67223,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1501,5.86328125,5.86328125,86.412084,86.383274,83.149616,86.440895,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1502,5.8671875,5.8671875,82.557514,84.8439,81.225388,80.271129,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1503,5.87109375,5.87109375,81.101882,85.102819,81.339357,77.100945,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1504,5.875,5.875,83.096167,87.958909,84.395498,78.233425,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1505,5.87890625,5.87890625,88.840687,93.615309,90.626981,84.066065,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1506,5.8828125,5.8828125,97.807315,101.61829,99.527264,93.99634,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1507,5.88671875,5.88671875,108.72397,110.925762,109.927048,106.522177,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1508,5.890625,5.890625,119.805645,120.092821,120.20293,119.518469,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1509,5.89453125,5.89453125,129.088011,127.539124,128.578133,130.636899,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1510,5.8984375,5.8984375,134.799799,131.847061,133.457918,137.752536,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1511,5.90234375,5.90234375,135.702594,132.033606,133.73542,139.371581,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1512,5.90625,5.90625,131.332819,127.743676,129.009197,134.921962,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1513,5.91015625,5.91015625,122.099302,119.327721,119.67058,124.870882,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1514,5.9140625,5.9140625,109.217441,107.788369,106.843739,110.646513,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1515,5.91796875,5.91796875,94.492254,94.60597,92.189524,94.378537,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1516,5.921875,5.921875,79.991463,81.475997,77.610181,78.506929,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1517,5.92578125,5.92578125,67.670829,70.008095,64.910929,65.333563,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1518,5.9296875,5.9296875,59.023008,61.443841,55.482612,56.602174,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1519,5.93359375,5.93359375,54.816645,56.446624,50.065484,53.186667,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1520,5.9375,5.9375,54.975049,55.003153,48.638582,54.946945,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1521,5.94140625,5.94140625,58.616961,56.454662,50.455015,60.77926,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1522,5.9453125,5.9453125,64.250836,59.650968,54.215447,68.850703,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1523,5.94921875,5.94921875,70.084582,63.197001,58.345595,76.972163,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1524,5.953125,5.953125,74.390602,65.743694,61.323635,83.03751,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1525,5.95703125,5.95703125,75.855416,66.266714,61.993885,85.444118,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1526,5.9609375,5.9609375,73.846214,64.278923,59.805925,83.413504,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1527,5.96484375,5.96484375,68.542725,59.935313,54.93272,77.150136,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1528,5.96875,5.96875,60.908777,54.009921,48.24469,67.807634,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1529,5.97265625,5.97265625,52.508838,47.748972,41.144506,57.268704,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1530,5.9765625,5.9765625,45.2047,42.628394,35.294274,47.781007,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1531,5.98046875,5.98046875,40.790661,40.062347,32.287586,41.518975,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1532,5.984375,5.984375,40.637447,41.119001,33.329682,40.155893,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1533,5.98828125,5.98828125,45.413609,46.298479,38.987541,44.52874,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1534,5.9921875,5.9921875,54.938331,55.416132,49.058432,54.460531,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1535,5.99609375,5.99609375,68.194476,67.614151,62.582832,68.7748,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1536,6.0,6.0,83.5,81.5,78.0,85.5,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1537,6.00390625,6.00390625,98.805524,95.385849,93.417168,102.2252,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1538,6.0078125,6.0078125,112.061669,107.583868,106.941568,116.539469,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1539,6.01171875,6.01171875,121.586391,116.701521,117.012459,126.47126,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1540,6.015625,6.015625,126.362553,121.880999,122.670318,130.844107,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1541,6.01953125,6.01953125,126.209339,122.937653,123.712414,129.481025,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1542,6.0234375,6.0234375,121.7953,120.371606,120.705726,123.218993,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1543,6.02734375,6.02734375,114.491162,115.251028,114.855494,113.731296,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1544,6.03125,6.03125,106.091223,108.990079,107.75531,103.192366,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1545,6.03515625,6.03515625,98.457275,103.064687,101.06728,93.849864,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1546,6.0390625,6.0390625,93.153786,98.721077,96.194075,87.586496,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1547,6.04296875,6.04296875,91.144584,96.733286,94.006115,85.555882,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1548,6.046875,6.046875,92.609398,97.256306,94.676365,87.96249,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1549,6.05078125,6.05078125,96.915418,99.802999,97.654405,94.027837,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1550,6.0546875,6.0546875,102.749164,103.349032,101.784553,102.149297,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1551,6.05859375,6.05859375,108.383039,106.545338,105.544985,110.22074,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1552,6.0625,6.0625,112.024951,107.996847,107.361418,116.053055,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1553,6.06640625,6.06640625,112.183355,106.553376,105.934516,117.813333,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1554,6.0703125,6.0703125,107.976992,101.556159,100.517388,114.397826,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1555,6.07421875,6.07421875,99.329171,92.991905,91.089071,105.666437,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1556,6.078125,6.078125,87.008537,81.524003,78.389819,92.493071,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1557,6.08203125,6.08203125,72.507746,68.39403,63.810476,76.621463,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1558,6.0859375,6.0859375,57.782559,55.211631,49.156261,60.353487,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1559,6.08984375,6.08984375,44.900698,43.672279,36.32942,46.129118,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1560,6.09375,6.09375,35.667181,35.256324,26.990803,36.078038,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1561,6.09765625,6.09765625,31.297406,30.966394,22.26458,31.628419,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1562,6.1015625,6.1015625,32.200201,31.152939,22.542082,33.247464,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1563,6.10546875,6.10546875,37.911989,35.460876,27.421867,40.363101,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1564,6.109375,6.109375,47.194355,42.907179,35.79707,51.481531,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1565,6.11328125,6.11328125,58.27603,52.074238,46.072952,64.477823,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1566,6.1171875,6.1171875,69.192685,61.38171,56.472736,77.00366,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1567,6.12109375,6.12109375,78.159313,69.384691,65.373019,86.933935,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1568,6.125,6.125,83.903833,75.041091,71.604502,92.766575,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1569,6.12890625,6.12890625,85.898118,77.897181,74.660643,93.899055,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1570,6.1328125,6.1328125,84.442486,78.1561,74.774612,90.728871,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1571,6.13671875,6.13671875,80.587916,76.616726,72.850384,84.559105,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1572,6.140625,6.140625,75.91153,74.495291,70.261905,77.32777,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1573,6.14453125,6.14453125,72.189115,73.164738,68.559696,71.213491,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1574,6.1484375,6.1484375,71.028286,73.86266,69.14211,68.193912,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1575,6.15234375,6.15234375,73.533512,77.424744,72.955281,69.642281,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1576,6.15625,6.15625,80.068081,84.095751,80.2803,76.04041,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1577,6.16015625,6.16015625,90.159481,93.455181,90.649414,86.86378,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1578,6.1640625,6.1640625,102.567109,104.472683,102.908211,100.661535,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1579,6.16796875,6.16796875,115.499971,115.683328,115.412665,115.316613,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1580,6.171875,6.171875,126.943175,125.449761,126.323928,128.436589,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1581,6.17578125,6.17578125,135.031048,132.261431,133.944885,137.800666,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1582,6.1796875,6.1796875,138.395625,135.013921,137.034319,141.777329,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1583,6.18359375,6.18359375,136.42388,133.215024,135.038723,139.632736,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1584,6.1875,6.1875,129.374476,127.078199,128.19742,131.670753,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1585,6.19140625,6.19140625,118.331632,117.48547,117.500857,119.177794,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1586,6.1953125,6.1953125,105.00487,105.826792,104.50994,104.182947,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1587,6.19921875,6.19921875,91.412852,93.746466,91.070836,89.079239,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1588,6.203125,6.203125,79.511676,82.844906,78.979569,76.178446,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1589,6.20703125,6.20703125,70.838514,74.392507,69.660252,67.28452,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1590,6.2109375,6.2109375,66.238482,69.109945,63.91807,63.367019,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1591,6.21484375,6.21484375,65.726516,67.056359,61.813657,64.396672,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1592,6.21875,6.21875,68.510078,67.646133,62.682144,69.374023,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1593,6.22265625,6.22265625,73.167579,69.790204,65.292306,76.544955,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1594,6.2265625,6.2265625,77.947478,72.133924,68.114343,83.761032,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1595,6.23046875,6.23046875,81.129859,73.344952,69.643921,88.914767,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1596,6.234375,6.234375,81.380321,72.395075,68.719388,90.365566,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1597,6.23828125,6.23828125,78.027505,68.781083,64.770397,87.273928,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1598,6.2421875,6.2421875,71.210377,62.641588,57.949455,79.779166,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1599,6.24609375,6.24609375,61.866406,54.746764,49.120485,68.986048,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1600,6.25,6.25,51.5625,46.3625,39.706066,56.7625,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1601,6.25390625,6.25390625,42.200825,39.01469,31.422308,45.38696,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1602,6.2578125,6.2578125,35.655803,34.19871,25.952029,37.112896,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1603,6.26171875,6.26171875,33.411927,33.089793,24.618911,33.734062,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1604,6.265625,6.265625,36.27201,36.309989,28.125286,36.234031,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1605,6.26953125,6.26953125,44.192079,43.79668,36.404137,44.587477,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1606,6.2734375,6.2734375,56.274947,54.798243,48.614123,57.75165,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1607,6.27734375,6.27734375,70.924138,67.998185,63.279105,73.850091,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1608,6.28125,6.28125,86.129141,81.744508,78.54603,90.513774,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1609,6.28515625,6.28515625,99.827846,94.340939,92.512416,105.314753,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1610,6.2890625,6.2890625,110.277269,104.344881,103.561367,116.209657,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1611,6.29296875,6.29296875,116.362118,110.815687,110.640708,121.908548,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1612,6.296875,6.296875,117.782715,113.466425,113.433537,122.099006,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1613,6.30078125,6.30078125,115.086969,112.690838,112.388388,117.483101,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1614,6.3046875,6.3046875,109.541002,109.461167,108.604116,109.620837,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1615,6.30859375,6.30859375,102.863996,105.117221,103.592445,100.610771,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1616,6.3125,6.3125,96.878814,101.08792,98.964584,92.669708,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1617,6.31640625,6.31640625,93.146056,98.599406,96.102733,87.692707,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1618,6.3203125,6.3203125,92.652284,98.426279,95.88015,86.878289,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1619,6.32421875,6.32421875,95.612642,100.734128,98.483935,90.491156,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1620,6.328125,6.328125,101.426007,105.043839,103.374864,97.808174,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1621,6.33203125,6.33203125,108.791385,110.324662,109.392088,107.258107,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1622,6.3359375,6.3359375,115.963173,115.198128,114.982575,116.728218,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1623,6.33984375,6.33984375,121.096114,118.213473,118.511038,123.978756,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1624,6.34375,6.34375,122.613414,118.141393,118.590491,127.085435,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1625,6.34765625,6.34765625,119.526932,114.229245,114.369478,124.824618,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1626,6.3515625,6.3515625,111.647445,106.368144,105.720193,116.926747,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1627,6.35546875,6.35546875,99.644017,95.139207,93.290656,104.148827,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1628,6.359375,6.359375,84.940373,81.729302,78.41011,88.151443,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1629,6.36328125,6.36328125,69.467468,67.731696,62.864916,71.20324,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1630,6.3671875,6.3671875,55.318988,54.869021,48.587075,55.768956,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1631,6.37109375,6.37109375,44.375158,44.690922,37.314254,44.059393,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1632,6.375,6.375,37.966333,38.303591,30.285682,37.629075,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1633,6.37890625,6.37890625,36.640259,36.182338,28.031441,37.098179,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1634,6.3828125,6.3828125,40.077,38.102444,30.294819,42.051557,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1635,6.38671875,6.38671875,47.167301,43.200927,36.10191,51.133676,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1636,6.390625,6.390625,56.238822,50.156816,43.964508,62.320829,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1637,6.39453125,6.39453125,65.386422,57.454876,52.176863,73.317968,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1638,6.3984375,6.3984375,72.842798,63.681861,59.148999,82.003736,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1639,6.40234375,6.40234375,77.318169,67.798239,63.712407,86.8381,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1640,6.40625,6.40625,78.243764,69.333216,65.339414,87.154313,,True,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False
